id,name,slug,url,created_at,updated_at,summary,category,platform_family,alternative_name,generation,versions,abbreviation,platform_logo,websites,checksum
62,Atari Jaguar,jaguar,https://www.igdb.com/platforms/jaguar,2013-06-26 18:16:31,2024-06-10 13:48:09,,1,,,5,{28},Jaguar,286,,70557c0a-1cac-d093-d287-67d8e5a201b0
477,Panasonic Jungle,panasonic-jungle,https://www.igdb.com/platforms/panasonic-jungle,2024-03-21 16:22:17,2024-06-10 13:48:09,,5,,,8,{694},,853,{378},ca866b1b-b074-cdec-2cf1-b79957647df3
504,Uzebox,uzebox,https://www.igdb.com/platforms/uzebox,2024-07-19 19:31:09,2024-08-02 03:12:22,,1,,EUzebox,,"{720,721}",,891,{403},6f7f06cb-3853-80ad-191a-dc6b1015f967
148,AY-3-8607,ay-3-8607,https://www.igdb.com/platforms/ay-3-8607,2017-09-19 13:56:57,2024-06-10 13:48:09,,1,,,,{211},,,,b148a659-dc31-1245-8623-321ce9008d75
65,Atari 8-bit,atari8bit,https://www.igdb.com/platforms/atari8bit,2013-06-29 10:05:48,2024-06-10 13:48:09,,6,,,,"{27,104}",Atari8bit,373,,37adef88-b15f-3963-a417-687e5e0a6260
128,PC Engine SuperGrafx,supergrafx,https://www.igdb.com/platforms/supergrafx,2016-03-08 13:47:29,2024-06-10 13:48:09,,1,,SuperGrafx,4,{166},supergrafx,364,{274},18e4df69-a46a-9ff2-c84a-ce29e88ac5c3
89,Microvision,microvision--1,https://www.igdb.com/platforms/microvision--1,2014-08-09 20:28:24,2024-06-10 13:48:09,,5,,,2,{102},microvision,314,,0d3ccf60-cdd5-5609-4f6b-fc6522e86a18
8,PlayStation 2,ps2,https://www.igdb.com/platforms/ps2,2011-02-13 23:21:28,2024-06-10 13:48:09,,1,1,PS2,6,"{58,114}",PS2,254,,be3e025c-d4ed-b795-443c-a8cb55fbfe17
6,PC (Microsoft Windows),win,https://www.igdb.com/platforms/win,2011-02-13 23:21:28,2024-06-10 13:48:09,,4,,mswin,,"{1,13,14,15,124,513,529,530,531,532,533,534}",PC,670,{2},882ca6f3-57ac-cd51-6c68-7a1e030c36ab
23,Dreamcast,dc,https://www.igdb.com/platforms/dc,2011-03-15 11:20:04,2024-06-10 13:48:09,,1,3,DC,6,{16},DC,270,{276},12e469e8-139b-53e8-d69c-772aaca8d87a
35,Sega Game Gear,gamegear,https://www.igdb.com/platforms/gamegear,2011-04-27 19:50:31,2024-06-10 13:48:09,,5,3,GG,4,{62},Game Gear,287,,54cd82ec-c45b-f5d7-baae-97b94344e716
44,Tapwave Zodiac,zod,https://www.igdb.com/platforms/zod,2011-10-04 17:19:54,2024-06-10 13:48:09,,5,,,,{69},zod,46,,7916e6bf-353a-6f27-a8de-a429204d17d9
88,Odyssey,odyssey--1,https://www.igdb.com/platforms/odyssey--1,2014-08-09 20:26:18,2024-06-10 13:48:09,,1,,Magnavox Odyssey; Odysee; Odisea; Odissea,1,"{101,167,168,169,170,171}",odyssey,,{211},26859452-7553-fa16-0833-3a62209ac679
94,Commodore Plus/4,c-plus-4,https://www.igdb.com/platforms/c-plus-4,2014-10-25 16:59:32,2024-06-10 13:48:09,,6,,,,{108},C+4,310,,ea138789-6bbe-bcca-dff5-7e20e762f65a
123,WonderSwan Color,wonderswan-color,https://www.igdb.com/platforms/wonderswan-color,2015-09-05 20:53:51,2024-06-10 13:48:09,,5,,WSC,5,{161},,261,,748af3e0-64cd-acfa-104b-eb1fe5c9ad42
134,Acorn Electron,acorn-electron,https://www.igdb.com/platforms/acorn-electron,2016-11-18 10:14:28,2024-06-10 13:48:09,,6,,,,{184},,301,,ec7fd022-fcf9-8bf8-a73b-09080d9d3515
129,Texas Instruments TI-99,ti-99,https://www.igdb.com/platforms/ti-99,2016-03-30 14:35:22,2024-06-10 13:48:09,,6,,Texas Instruments TI-99/4A,,"{172,427}",ti-99,540,{218},b941f047-24e3-0297-b162-ea548b94b6f9
133,Odyssey 2 / Videopac G7000,odyssey-2-slash-videopac-g7000,https://www.igdb.com/platforms/odyssey-2-slash-videopac-g7000,2016-10-24 10:27:15,2024-06-10 13:48:09,,6,,Magnavox Odyssey²,,{183},,112,,e559181e-7edc-3d18-707e-c534dfbf01eb
135,Hyper Neo Geo 64,hyper-neo-geo-64,https://www.igdb.com/platforms/hyper-neo-geo-64,2017-04-13 22:05:16,2024-06-10 13:48:09,,2,,,,{186},,117,,fedca8ca-3a51-84db-1d6a-36a2536d3fe0
136,Neo Geo CD,neo-geo-cd,https://www.igdb.com/platforms/neo-geo-cd,2017-04-13 22:05:52,2024-06-10 13:48:09,,1,,NGCD,4,{187},,281,,d2e84b49-6a66-6df9-cecf-e85abba7d90e
142,PC-50X Family,pc-50x-family,https://www.igdb.com/platforms/pc-50x-family,2017-09-16 21:30:44,2024-06-10 13:48:09,,1,,,1,"{200,205}",,132,,bf68d34d-92d5-53be-0fc9-2493532a29a4
144,AY-3-8710,ay-3-8710,https://www.igdb.com/platforms/ay-3-8710,2017-09-19 13:56:07,2024-06-10 13:48:09,,1,,,,{207},,,,5438ffcf-1f05-47e9-e082-15bafd1dc92f
146,AY-3-8605,ay-3-8605,https://www.igdb.com/platforms/ay-3-8605,2017-09-19 13:56:35,2024-06-10 13:48:09,,1,,,,{209},,,,3c9b3a84-dc54-3c94-0ee0-5cb97809d2a5
147,AY-3-8606,ay-3-8606,https://www.igdb.com/platforms/ay-3-8606,2017-09-19 13:56:46,2024-06-10 13:48:09,,1,,,,{210},,,,49428df3-7b02-316e-2390-95a230795394
149,PC-9800 Series,pc-9800-series,https://www.igdb.com/platforms/pc-9800-series,2017-10-26 09:31:47,2024-06-10 13:48:09,,6,,PC-98,,{214},,366,{371},59b1f9b8-2dd7-2d98-9d97-d2182d6c30cd
150,Turbografx-16/PC Engine CD,turbografx-16-slash-pc-engine-cd,https://www.igdb.com/platforms/turbografx-16-slash-pc-engine-cd,2017-10-26 09:33:17,2024-06-10 13:48:09,,6,,TG-16CD/PCECD,,{215},,291,,0ebd9409-3139-db67-2b02-317f9f3b6913
505,Elektor TV Games Computer,elektor-tv-games-computer,https://www.igdb.com/platforms/elektor-tv-games-computer,2024-08-29 20:22:17,2024-08-29 20:22:29,,6,,TVGC,,{723},,,{404},79b53a4d-abdb-7ac9-7192-0527213be640
156,Thomson MO5,thomson-mo5,https://www.igdb.com/platforms/thomson-mo5,2017-11-07 10:39:17,2024-06-10 13:48:09,,6,,,,{221},,537,{24},5f4cdd4c-4bc0-2a7d-9842-5d1c5350ab4f
158,Commodore CDTV,commodore-cdtv,https://www.igdb.com/platforms/commodore-cdtv,2017-11-07 10:41:04,2024-06-10 13:48:09,,6,,Commodore Dynamic Total Vision,,{223},,292,{26},5d48648e-283c-e2df-df7d-6d3cbc7e0a58
163,SteamVR,steam-vr,https://www.igdb.com/platforms/steam-vr,2018-02-15 14:26:44,2019-07-01 14:23:05,,,,,,{233},Steam VR,159,{30},e2c8f5f7-2c50-5d2d-b9b9-1135281d38f4
237,Sol-20,sol-20,https://www.igdb.com/platforms/sol-20,2019-11-15 10:22:57,2024-06-10 13:48:09,,6,,,,{354},,,{219},c608e02f-1a92-d010-b161-4a368220bdfe
13,DOS,dos,https://www.igdb.com/platforms/dos,2011-02-14 08:30:23,2024-06-10 13:48:09,,4,,PC DOS,,"{56,540}",DOS,38,,9aabba9b-eb06-5274-26e1-250114855890
24,Game Boy Advance,gba,https://www.igdb.com/platforms/gba,2011-03-15 15:03:46,2024-06-10 13:48:09,,5,5,GBA,6,"{40,193,194}",GBA,256,,f9f58c45-16c0-f760-1556-ce3fe6cd93be
30,Sega 32X,sega32,https://www.igdb.com/platforms/sega32,2011-03-24 09:45:05,2024-06-10 13:48:09,,1,3,,4,"{61,703}",Sega32,279,,71e35e2d-dd35-dc89-1c54-b8286b4b7050
85,Donner Model 30,donner30,https://www.igdb.com/platforms/donner30,2014-05-10 21:59:31,2024-06-10 13:48:09,,6,,,,{93},donner30,,,c11154b6-9734-c8fa-a9d3-9b56ffb1e4d9
119,Neo Geo Pocket,neo-geo-pocket,https://www.igdb.com/platforms/neo-geo-pocket,2015-09-03 08:33:39,2024-06-10 13:48:09,,5,,NGP,5,{157},,390,,c0ff62cb-db50-1c63-765f-b470e0393069
41,Wii U,wiiu,https://www.igdb.com/platforms/wiiu,2011-10-04 14:38:22,2024-06-10 13:48:09,,1,5,Project Cafe,8,{73},WiiU,239,{10},f89734ee-569c-b25c-0ae0-6eb11b2224dd
53,MSX2,msx2,https://www.igdb.com/platforms/msx2,2012-06-19 19:47:36,2024-06-10 13:48:09,,6,,,,{48},MSX2,308,,d6f6cc07-f15c-1fab-6372-734d874684c8
140,AY-3-8500,ay-3-8500,https://www.igdb.com/platforms/ay-3-8500,2017-09-16 21:29:32,2024-06-10 13:48:09,,6,,,,"{198,201,202,203,204,510}",,128,,4498fc10-b5fa-0a7f-1026-7347c4a2fe19
143,AY-3-8760,ay-3-8760,https://www.igdb.com/platforms/ay-3-8760,2017-09-19 13:55:55,2024-06-10 13:48:09,,1,,,,{206},,,,69436aa6-6d7d-bb63-d775-444b6893301b
60,Atari 7800,atari7800,https://www.igdb.com/platforms/atari7800,2013-06-26 18:14:41,2024-06-10 13:48:09,,1,,Atari 7800 ProSystem,3,{26},Atari7800,303,,75e3ee56-5254-ea30-b5be-131e33ff2004
70,Vectrex,vectrex,https://www.igdb.com/platforms/vectrex,2013-06-29 10:10:28,2024-06-10 13:48:09,,1,,,2,{70},vectrex,305,,5140484a-7fd8-2a13-2542-a9207d7c9fd4
145,AY-3-8603,ay-3-8603,https://www.igdb.com/platforms/ay-3-8603,2017-09-19 13:56:24,2024-06-10 13:48:09,,1,,,,{208},,,,0124f86d-b875-8d9e-8c78-95c7fc47de08
77,Sharp X1,x1,https://www.igdb.com/platforms/x1,2014-01-28 12:34:20,2024-06-10 13:48:09,,6,,,,{66},x1,297,,c3265f1f-9c3e-fc18-b8e9-cf288b499e95
78,Sega CD,segacd,https://www.igdb.com/platforms/segacd,2014-02-09 03:58:10,2024-06-10 13:48:09,,1,3,Mega CD,4,{80},segacd,284,,68c11f76-6ea3-f708-1c6e-f5a390d37c54
87,Virtual Boy,virtualboy,https://www.igdb.com/platforms/virtualboy,2014-05-23 06:06:19,2024-06-10 13:48:09,,1,5,VB,5,{100},virtualboy,280,,bf67e603-dad2-4b4f-60f4-42ba62849a26
97,PDP-8,pdp-8--1,https://www.igdb.com/platforms/pdp-8--1,2015-02-20 21:04:55,2024-06-10 13:48:09,,6,,,,{119},pdp-8,,,eab6eb03-90f9-c8ea-fb65-a98533fb31b6
98,DEC GT40,gt40,https://www.igdb.com/platforms/gt40,2015-02-20 21:08:06,2015-02-20 21:09:01,,,,,,{120},gt40,,,479fe519-86c9-0bd1-0c72-311b125e7886
101,Ferranti Nimrod Computer,nimrod,https://www.igdb.com/platforms/nimrod,2015-07-26 08:39:34,2024-06-10 13:48:09,,6,,,,{127},nimrod,386,,9210f8a2-3f26-bea5-592a-dc573e2e8731
108,PDP-11,pdp11,https://www.igdb.com/platforms/pdp11,2015-07-28 13:29:08,2024-06-10 13:48:09,,6,,,,{134},pdp11,,,ad20351c-ef97-5b68-3166-ebe599a36a0a
109,CDC Cyber 70,cdccyber70,https://www.igdb.com/platforms/cdccyber70,2015-07-28 13:30:41,2024-06-10 13:48:09,,6,,,,{135},cdccyber70,374,,30a78a03-7d24-5580-2167-22682ab2208c
112,Microcomputer,microcomputer--1,https://www.igdb.com/platforms/microcomputer--1,2015-08-05 09:23:51,2015-08-05 09:24:22,,,,,,{138},microcomputer,,,49f7f77d-42a9-0cae-368f-6f9475275e1f
113,OnLive Game System,onlive-game-system,https://www.igdb.com/platforms/onlive-game-system,2015-08-12 20:16:07,2024-06-10 13:49:14,,3,,,,{140},,383,{15},1fc33df6-3737-8f0c-416b-fa128bd6e8b3
115,Apple IIGS,apple-iigs,https://www.igdb.com/platforms/apple-iigs,2015-09-03 08:30:03,2024-06-10 13:48:09,,6,,,,{153},,295,,0b68ee2c-4b62-f6a4-8e27-8c1b55047bbe
120,Neo Geo Pocket Color,neo-geo-pocket-color,https://www.igdb.com/platforms/neo-geo-pocket-color,2015-09-03 08:34:13,2024-06-10 13:48:09,,5,,NGPC,5,{158},,269,,34fcdc12-7b48-c959-7814-301a9f0dddeb
124,SwanCrystal,swancrystal,https://www.igdb.com/platforms/swancrystal,2015-09-05 20:54:24,2024-06-10 13:48:09,,5,,,,{162},,319,,9d836c39-3419-65f8-02ff-9fe73e6b6716
125,PC-8800 Series,pc-8800-series,https://www.igdb.com/platforms/pc-8800-series,2015-10-18 19:49:41,2024-06-10 13:48:09,,6,,,,{163},,542,{217},33a7cc0c-fcec-d451-a9f4-accaef020a7b
127,Fairchild Channel F,fairchild-channel-f,https://www.igdb.com/platforms/fairchild-channel-f,2016-03-08 12:59:50,2024-06-10 13:48:09,,1,,,2,"{165,212}",,316,,b4d6f25f-ace0-cb99-d2f5-955445d991b0
132,Amazon Fire TV,amazon-fire-tv,https://www.igdb.com/platforms/amazon-fire-tv,2016-07-28 16:15:18,2024-06-10 13:49:14,,3,,,,{176},,325,,db7a1f28-dc0d-68b1-c31e-94f43b9643b1
138,VC 4000,vc-4000,https://www.igdb.com/platforms/vc-4000,2017-09-12 14:00:45,2024-06-10 13:48:09,,1,,,2,{196},,134,{18},cf5360d1-3a2e-8ee0-08bc-826a27bfe060
139,1292 Advanced Programmable Video System,1292-advanced-programmable-video-system,https://www.igdb.com/platforms/1292-advanced-programmable-video-system,2017-09-12 14:02:29,2024-06-10 13:48:09,,1,,,2,"{197,213}",,136,,8433ae84-dbc7-122b-ec12-f1858bad1c5f
153,Dragon 32/64,dragon-32-slash-64,https://www.igdb.com/platforms/dragon-32-slash-64,2017-11-07 10:35:17,2024-06-10 13:48:09,,6,,,,{218},,302,{21},d11981c1-fbb1-100c-d63f-92021aa7fb0f
154,Amstrad PCW,amstrad-pcw,https://www.igdb.com/platforms/amstrad-pcw,2017-11-07 10:35:46,2024-06-10 13:48:09,,6,,,,{219},,547,{22},af7ef1c3-c78b-1349-e129-0eafe14ba16f
155,Tatung Einstein,tatung-einstein,https://www.igdb.com/platforms/tatung-einstein,2017-11-07 10:36:19,2024-06-10 13:48:09,,6,,,,{220},,368,{23},e7061776-b061-c4e7-b04e-cac5d68c38d1
306,Satellaview,satellaview,https://www.igdb.com/platforms/satellaview,2020-05-29 19:51:44,2024-06-10 13:48:09,,1,5,,4,{423},,595,"{205,289}",57d261ec-73e8-3132-1beb-9678e284f9b0
307,Game & Watch,g-and-w,https://www.igdb.com/platforms/g-and-w,2020-05-29 19:58:32,2024-06-10 13:48:09,,5,5,"Tricotronic, GW, G&W",2,{424},G&W,531,{206},cfbc4a8d-ae48-d104-acf6-1fafdee48f43
308,Playdia,playdia,https://www.igdb.com/platforms/playdia,2020-05-29 19:59:53,2024-06-10 13:48:09,,1,,,5,{425},,532,{208},3465b908-1432-e94c-dc31-72cb0099f969
131,Super NES CD-ROM System,super-nes-cd-rom-system,https://www.igdb.com/platforms/super-nes-cd-rom-system,2016-07-14 07:52:41,2024-08-07 17:21:02,,1,5,SNES-CD,4,"{174,722}",,529,{210},025c0bd5-ab43-761b-a46a-cbb3a90c67f0
9,PlayStation 3,ps3,https://www.igdb.com/platforms/ps3,2011-02-13 23:21:28,2024-06-10 13:48:09,,1,1,PS3,7,"{4,5,6}",PS3,79,{3},2bc7f466-a1ae-bbf2-c148-a0c10b1d59f2
61,Atari Lynx,lynx,https://www.igdb.com/platforms/lynx,2013-06-26 18:15:13,2024-06-10 13:48:09,,5,,,4,"{29,189}",Lynx,290,,28a85ec7-a1de-6e5b-9373-e0bbd3bafa13
11,Xbox,xbox,https://www.igdb.com/platforms/xbox,2011-02-13 23:21:28,2024-06-10 13:48:09,,1,2,,6,{77},XBOX,266,,226780a3-83ed-dcf9-6757-77091acc172d
15,Commodore C64/128/MAX,c64,https://www.igdb.com/platforms/c64,2011-02-16 18:23:59,2024-06-10 13:48:09,,6,,C64/C128/MAX,,"{36,595}",C64,759,,8fa1c5c8-5359-5972-a73d-d8f495d269ed
18,Nintendo Entertainment System,nes,https://www.igdb.com/platforms/nes,2011-02-17 11:20:36,2024-06-10 13:48:09,,1,5,NES,3,"{53,643,644}",NES,816,,82326c7f-8751-f552-e505-614423c1fc00
66,Atari 5200,atari5200,https://www.igdb.com/platforms/atari5200,2013-06-29 10:06:41,2024-06-10 13:48:09,the mother text,1,,Atari 5200 SuperSystem,2,{25},Atari5200,304,,b5e86dec-98fe-d680-de33-8fef3dae5435
111,Imlac PDS-1,imlac-pds1,https://www.igdb.com/platforms/imlac-pds1,2015-08-02 12:34:35,2015-08-02 12:55:49,,,,,,{137},imlac-pds1,,,f6058e7f-0a66-beda-fe89-0c4f46a7864b
22,Game Boy Color,gbc,https://www.igdb.com/platforms/gbc,2011-03-15 11:19:20,2024-06-10 13:48:09,,5,5,GBC,5,{41},GBC,273,,ecd1db6f-8e22-bba6-a2d4-6b33cb5c2682
32,Sega Saturn,saturn,https://www.igdb.com/platforms/saturn,2011-04-05 11:55:06,2024-06-10 13:48:09,,1,3,"JVC Saturn, Hi-Saturn, Samsung Saturn, V-Saturn",5,{65},Saturn,49,{6},f4fddc54-c402-d538-ac88-e3d711bf3bb2
46,PlayStation Vita,psvita,https://www.igdb.com/platforms/psvita,2011-11-19 11:17:25,2024-06-10 13:48:09,,5,1,PS Vita,8,"{60,274,275}",Vita,232,{34},4f81d235-35bc-55a4-8fc1-5afc6f84083c
67,Intellivision,intellivision,https://www.igdb.com/platforms/intellivision,2013-06-29 10:07:17,2024-06-10 13:48:09,,1,,,2,{42},intellivision,312,,84a4defd-0a29-ca54-0a07-67b61a4ddc98
73,BlackBerry OS,blackberry,https://www.igdb.com/platforms/blackberry,2013-11-14 20:32:45,2024-06-10 13:48:09,,4,,,,{34},blackberry,40,,6fdda0e4-4884-2e33-fd1a-de3521c9b804
86,TurboGrafx-16/PC Engine,turbografx16--1,https://www.igdb.com/platforms/turbografx16--1,2014-05-23 06:05:34,2024-06-10 13:48:09,,1,,TG16,4,{99},turbografx16,296,{382},14346217-7f52-a305-1bdb-503fbf385b80
114,Amiga CD32,amiga-cd32,https://www.igdb.com/platforms/amiga-cd32,2015-09-03 08:29:22,2024-06-10 13:48:09,,1,,,5,{152},,283,,bd4ad4b9-f009-41cf-12e3-a10ce8ef69eb
116,Acorn Archimedes,acorn-archimedes,https://www.igdb.com/platforms/acorn-archimedes,2015-09-03 08:31:55,2024-06-10 13:48:09,,6,,,,{154},,388,{214},1991c292-b1d6-8639-c74f-0b81cccc8845
117,Philips CD-i,philips-cd-i,https://www.igdb.com/platforms/philips-cd-i,2015-09-03 08:32:27,2024-06-10 13:48:09,,1,,,,{155},,288,,bca1c0c7-303a-5342-2e3c-2c121b40b24a
118,FM Towns,fm-towns,https://www.igdb.com/platforms/fm-towns,2015-09-03 08:33:06,2024-06-10 13:48:09,,6,,,,"{156,707,708,709}",,,,13400b63-ac06-1a50-3117-4524cf43904f
121,Sharp X68000,sharp-x68000,https://www.igdb.com/platforms/sharp-x68000,2015-09-03 08:34:49,2024-06-10 13:48:09,,6,,,,{159},,306,,3a2f2fc9-7b6c-39f1-1a45-cca745eb8c09
122,Nuon,nuon,https://www.igdb.com/platforms/nuon,2015-09-05 20:52:42,2024-06-10 13:48:09,,1,,,,{160},,268,{172},bd7c0b27-2608-a3e7-8e11-23f6deebc71d
141,AY-3-8610,ay-3-8610,https://www.igdb.com/platforms/ay-3-8610,2017-09-16 21:29:52,2024-06-10 13:48:09,,6,,,,{199},,,,d0a3d734-27aa-db05-4436-dc38739f7f9a
152,FM-7,fm-7,https://www.igdb.com/platforms/fm-7,2017-11-07 10:34:44,2024-06-10 13:48:09,,6,,Fujitsu Micro 7,,{217},,538,{20},63b1a9d7-a511-8002-0575-4b57876ddb42
157,NEC PC-6000 Series,nec-pc-6000-series,https://www.igdb.com/platforms/nec-pc-6000-series,2017-11-07 10:40:17,2024-06-10 13:48:09,,6,,,,{222},,370,{25},f781f28a-65e0-c00d-bf2d-3fdb80c54231
162,Oculus VR,oculus-vr,https://www.igdb.com/platforms/oculus-vr,2018-02-15 14:21:40,2021-09-30 01:48:20,,,,,,{232},Oculus VR,158,"{29,287}",7eb8ba4e-4957-a747-0161-e060c6aa4616
20,Nintendo DS,nds,https://www.igdb.com/platforms/nds,2011-02-17 11:21:41,2024-06-10 13:48:09,,5,5,NDS,7,"{52,190,191,192}",NDS,245,,b5e2f33b-72b3-bf32-79f9-3d5fb5176af1
57,WonderSwan,wonderswan,https://www.igdb.com/platforms/wonderswan,2012-07-14 18:32:26,2024-06-10 13:48:09,,5,,WS,5,"{76,84,117}",WonderSwan,263,,f4e5369d-6ddc-59db-c2c8-df1dc4ad2cec
